-5.5198,0.3774,5.3604,0.76671,2.2081,-1.0982,0.63622
0.10427,1.1721,4.5495,0.9785,4.2929,1.6026,-0.58064
-0.76747,1.5219,2.6985,1.124,0.9879,-0.14097,0.15872
2.7867,0.058663,2.3418,0.52346,-2.9786,-0.74695,0.40437
