0.049,0.22,0.041,2.4,0.489,0.5
0.145,0.24,0.051,1.514,0.28,0.3333333333333333
0.17,0.177,0.056,1.685,0.455,0.5833333333333334
0.164,0.289,0.064,1.029,0.222,0.25
0.078,0.066,0.044,0.417,0.147,0.75
0.16,0.371,0.06,2.653,0.445,0.75
0.224,0.384,0.065,1.789,0.283,0.5
0.273,0.213,0.062,0.426,0.159,0.1666666666666667
0.015,-0.138,0.036,0.108,0.08400000000000001,0.5
0.006,0.175,0.031,3.279,0.6860000000000001,0.6666666666666666
